OBJECTID,ED_GUID,ED_OFFICIA,ED_ENGLISH,ED_GAEILGE,ED_ID_STR,ED_PART_CO,COUNTY_COD,COUNTY_ENG,COUNTY_GAE,CSO_LEA,SHAPE_Leng,SHAPE_Area
"1",06698531-f7f7-4058-a15f-7d455ef0dd94,N,KILLINAGH/TEEBANE,CILL LAIGHNEACH/AN TAOBH BÁN,027058/027085,"1","32",CAVAN,An Cabhán,CAVAN-BELTURBET,39638.184537938206631,-33725322.169400669634342
"2",21a09083-a130-47d2-8690-23338d5ecf18,N,CASTLETOWN (NORTH),CAISLEÁN DHÚN DEALGAN (THUAIDH),"147008","1","10",LOUTH,Lú,DUNDALK-CARLINGFORD,22669.797045976276422,-12409345.000591097399592
"3",23519126-bd85-4c40-a1e2-26c5d2b7e51c,N,ARIGNA/DRUMKEERAN/KILLARGA,AN AIRGNIGH/DROIM CAORTHAINN/CILL FHEARGA,117029/117007/117054,"1","28",LEITRIM,Liatroim,MANORHAMILTON,75178.162907357560471,-79443851.365976318717003
"4",268c20e2-7574-4e64-ac7a-9383e368fcb7,N,DERRYLEA/DERRYCUNLAGH,DOIRE LIATH/DOIRE CHUNLAIGH,067081/067084,"1","27",GALWAY,Gaillimh,CONAMARA NORTH,61478.446835474802356,-77791253.055319070816040
"5",2ae19629-16a1-13a3-e055-000000000001,Y,BALLYADAMS,BAILE ADAIM,"107008","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,27048.369394980469224,-17459955.081222280859947
"6",2ae19629-16a2-13a3-e055-000000000001,Y,BALLYBRITTAS,BAILE BRIOTÁIS,"107009","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,24819.804658006680256,-15677198.762274721637368
"7",2ae19629-16a3-13a3-e055-000000000001,N,BALLYBROPHY,BAILE UÍ BHRÓITHE,"107010","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,21753.717511335980817,-9983739.851015809923410
"8",2ae19629-16a4-13a3-e055-000000000001,Y,BALLYCARROLL,BAILE UÍ CHEARÚILL,"107011","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,18234.160853283246979,-10245833.932744696736336
"9",2ae19629-16a5-13a3-e055-000000000001,Y,BALLYFIN,AN BAILE FIONN,"107012","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,29396.786656775359006,-35165638.421137817203999
"10",2ae19629-16a6-13a3-e055-000000000001,Y,BALLYLEHANE,BAILE UÍ LIATHÁIN,"107013","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,19128.537032379201264,-6674325.035723030567169
"11",2ae19629-16a7-13a3-e055-000000000001,Y,BALLYLYNAN,BAILE UÍ LAIGHEANÁIN,"107014","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,24991.252150614407583,-14260634.637209372594953
"12",2ae19629-16a8-13a3-e055-000000000001,Y,ABBEYLEIX,MAINISTIR LAOISE,"107001","1","08",LAOIS,Laois,PORTLAOISE,37874.869159721587494,-40659949.663943715393543
"13",2ae19629-16a9-13a3-e055-000000000001,Y,AGHMACART,ACHADH MHIC AIRT,"107002","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,26569.631583664904610,-18892962.979428470134735
"14",2ae19629-16aa-13a3-e055-000000000001,Y,ARDERIN,ARD ÉIREANN,"107003","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,29168.180418982199626,-23948050.623570632189512
"15",2ae19629-16ab-13a3-e055-000000000001,Y,ARDOUGH,ARD DUACH,"107004","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,25357.321704466234223,-17867422.694459155201912
"16",2ae19629-16ac-13a3-e055-000000000001,Y,ARLESS,ARDLIOS,"107005","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,26468.997178366793378,-16005452.283012304455042
"17",2ae19629-16ad-13a3-e055-000000000001,Y,BALLICKMOYLER,BAILE MHIC MHAOILIR,"107006","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,20595.765277981587133,-13888634.316007629036903
"18",2ae19629-16ae-13a3-e055-000000000001,Y,BALLINAKILL,BAILE NA COILLE,"107007","1","08",LAOIS,Laois,PORTLAOISE,25601.581361497093894,-19816086.802747614681721
"19",2ae19629-16af-13a3-e055-000000000001,Y,BALLYROAN,BAILE ÁTHA AN RÓINE,"107015","1","08",LAOIS,Laois,PORTLAOISE,24409.990250017410290,-22332584.177419804036617
"20",2ae19629-16b0-13a3-e055-000000000001,Y,BARROWHOUSE,TEACH NA BEARÚ,"107016","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,19129.025208491020749,-13004343.876123610883951
"21",2ae19629-16b1-13a3-e055-000000000001,Y,BLANDSFORT,RAITHEAN AN MHANAIGH,"107017","1","08",LAOIS,Laois,PORTLAOISE,24589.783688499712298,-20528161.102176677435637
"22",2ae19629-16b2-13a3-e055-000000000001,Y,BORRIS,BUIRÍOS,"107018","1","08",LAOIS,Laois,PORTLAOISE,25609.653283877181821,-17523415.048816837370396
"23",2ae19629-16b3-13a3-e055-000000000001,Y,CULLAHILL,AN CHÚLCHOILL,"107036","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,23484.825125877465325,-16960038.435257483273745
"24",2ae19629-16b4-13a3-e055-000000000001,Y,CULLENAGH,CUILEANNACH,"107037","1","08",LAOIS,Laois,PORTLAOISE,17955.904359432206547,-12434932.143126357346773
"25",2ae19629-16b5-13a3-e055-000000000001,Y,CURRACLONE,CORRCHLUAIN,"107038","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,20187.195256798579067,-12765010.821065925061703
"26",2ae19629-16b6-13a3-e055-000000000001,N,DANGANS,NA DAINGIN,"107039","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,21781.037874352416111,-11999331.122463939711452
"27",2ae19629-16b7-13a3-e055-000000000001,Y,DONAGHMORE,DOMHNACH MÓR,"107040","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,23481.508036461673328,-13741612.236921792849898
"28",2ae19629-16b8-13a3-e055-000000000001,Y,DONORE,DÚN UABHAIR,"107041","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,26158.265405183228722,-23153797.828976456075907
"29",2ae19629-16b9-13a3-e055-000000000001,Y,DOONANE,AN DÚNÁN,"107042","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,21307.827054935230990,-14040833.822698349133134
"30",2ae19629-16ba-13a3-e055-000000000001,Y,BORRIS-in-OSSORY,BUIRÍOS MÓR OSRAÍ,"107019","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,37150.478147678768437,-20828278.293575331568718
"31",2ae19629-16bc-13a3-e055-000000000001,Y,CAHER,AN CHATHAIR,"107021","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,14346.617184524675395,-8338423.972618440166116
"32",2ae19629-16be-13a3-e055-000000000001,Y,CAPPALOUGH,CEAPACH LOCHÁNACH,"107023","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,25779.553979812291800,-16408804.322849867865443
"33",2ae19629-16bf-13a3-e055-000000000001,Y,CARDTOWN,BAILE AN CHEARDAIGH,"107024","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,25846.993401133451698,-25230588.945568997412920
"34",2ae19629-16c0-13a3-e055-000000000001,Y,CASTLECUFFE,BAILE AN TSAGAIRT,"107025","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,28679.469836207787012,-29936521.822620514780283
"35",2ae19629-16c1-13a3-e055-000000000001,Y,CASTLETOWN,BAILE AN CHAISLEÁIN,"107026","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,30672.451606276641542,-24204356.545096773654222
"36",2ae19629-16c2-13a3-e055-000000000001,Y,CLASH,AN CHLAIS,"107027","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,20233.087433815577242,-15136309.929317019879818
"37",2ae19629-16c3-13a3-e055-000000000001,Y,CLONASLEE,CLUAIN NA SLÍ,"107028","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,42454.781082262590644,-41876855.928138725459576
"38",2ae19629-16c4-13a3-e055-000000000001,Y,CLONDARRIG,CLUAIN DEARG,"107029","1","08",LAOIS,Laois,PORTLAOISE,19922.079462197649264,-15190181.602733077481389
"39",2ae19629-16c5-13a3-e055-000000000001,Y,CLONIN,AN CLUAINÍN,"107030","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,20038.317082747009408,-13270431.378547508269548
"40",2ae19629-16c6-13a3-e055-000000000001,Y,CLONKEEN,CLUAIN CAOIN,"107031","1","08",LAOIS,Laois,PORTLAOISE,32989.446444254041126,-26231801.088107965886593
"41",2ae19629-16c7-13a3-e055-000000000001,Y,CLONMORE,CLUAIN MÓR,"107032","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,21020.251422452325642,-15267816.622315371409059
"42",2ae19629-16c8-13a3-e055-000000000001,Y,COLT,COLT,"107033","1","08",LAOIS,Laois,PORTLAOISE,16200.658444974784288,-10135547.862944377586246
"43",2ae19629-16c9-13a3-e055-000000000001,Y,COOLRAIN,CÚIL RUÁIN,"107034","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,24340.485555575654871,-11917864.983037747442722
"44",2ae19629-16ca-13a3-e055-000000000001,Y,CUFFSBOROUGH,BAILE GABHDÁIN MÓR,"107035","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,29912.633403961637669,-19751090.945108328014612
"45",2ae19629-16cb-13a3-e055-000000000001,Y,KILLABBAN,CILL ABÁIN,"107058","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,20043.811731796005915,-12701108.761185428127646
"46",2ae19629-16cc-13a3-e055-000000000001,Y,KILLERMOGH,CILL DARA MAÍ,"107059","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,27988.366104428991093,-18745247.161510694772005
"47",2ae19629-16cd-13a3-e055-000000000001,Y,KILMULLEN,COILL AN MHUILLINN,"107060","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,22817.177672850586532,-13991769.748731626197696
"48",2ae19629-16ce-13a3-e055-000000000001,Y,KILMURRY,CILL MHUIRE,"107061","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,14141.608890335575779,-9335163.011556282639503
"49",2ae19629-16cf-13a3-e055-000000000001,Y,KILNASEER,CILL NA SAOR,"107062","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,25223.508673618034663,-16625740.610311379656196
"50",2ae19629-16d0-13a3-e055-000000000001,Y,KYLE,AN CHILL,"107063","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,21951.590133556081128,-21790210.616420175880194
"51",2ae19629-16d1-13a3-e055-000000000001,Y,DUNMORE,AN DÚN MÓR,"107043","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,18044.204214052984753,-10411112.616720937192440
"52",2ae19629-16d2-13a3-e055-000000000001,Y,DURROW,DARÚ,"107044","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,35813.860903070519271,-25962972.690368298441172
"53",2ae19629-16d3-13a3-e055-000000000001,Y,DYSARTGALLEN,DÍSEART GAILINE,"107045","1","08",LAOIS,Laois,PORTLAOISE,31570.965454055804003,-20789853.581984087824821
"54",2ae19629-16d4-13a3-e055-000000000001,Y,EMO,IOMA,"107046","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,32353.953505162193323,-37402049.915710464119911
"55",2ae19629-16d5-13a3-e055-000000000001,Y,ERRILL,EIRÉIL,"107047","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,23615.232942117218045,-17857274.438706703484058
"56",2ae19629-16d6-13a3-e055-000000000001,Y,FARNANS,AN FEARNÁN,"107048","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,23149.290825117383065,-12439476.450108254328370
"57",2ae19629-16d7-13a3-e055-000000000001,Y,FOSSY,AN FOSADH,"107049","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,27595.528589329169336,-16547133.591639066115022
"58",2ae19629-16d8-13a3-e055-000000000001,Y,GARRYMORE,AN GARRAÍ MÓR,"107050","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,19788.708282313313248,-11929272.124367943033576
"59",2ae19629-16d9-13a3-e055-000000000001,N,GRAIGUE,AN GHRÁIG,"107051","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,17781.397063926833653,-14014031.346490798518062
"60",2ae19629-16da-13a3-e055-000000000001,Y,GRAIGUE RURAL,AN GHRÁIG (TUATH),"107052","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,26577.924488570075482,-17190208.614932950586081
"61",2ae19629-16db-13a3-e055-000000000001,Y,GRANTSTOWN,BAILE AN GHRÓNTAIGH,"107053","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,37051.854127511061961,-20777394.801236856728792
"62",2ae19629-16dc-13a3-e055-000000000001,Y,JAMESTOWN,BAILE THAIDHG DHUIBH,"107054","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,19492.954928567563911,-14167182.617940803989768
"63",2ae19629-16dd-13a3-e055-000000000001,Y,KILCOKE,CILL CHÓCA,"107055","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,23461.413218238980335,-10859095.310310309752822
"64",2ae19629-16de-13a3-e055-000000000001,Y,KILCOLMANBANE,CILL CHOLMÁIN BHÁIN,"107056","1","08",LAOIS,Laois,PORTLAOISE,25977.774730800516409,-20008162.628016579896212
"65",2ae19629-16df-13a3-e055-000000000001,Y,KILDELLIG,CILL DEILGE,"107057","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,25779.708206794530270,-17123844.344437763094902
"66",2ae19629-16e0-13a3-e055-000000000001,Y,KYLE SOUTH,CILL GHOIRT RIAN THEAS,"107064","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,25901.148511417632108,-24940549.519234050065279
"67",2ae19629-16e1-13a3-e055-000000000001,Y,LACKA,LEACACH,"107065","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,25719.895149241750914,-22794112.746774472296238
"68",2ae19629-16e2-13a3-e055-000000000001,Y,LUGGACURREN,LOG AN CHURRAIGH,"107066","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,27208.133848260022205,-24250754.411662083119154
"69",2ae19629-16e3-13a3-e055-000000000001,Y,RATHSARAN,RÁTH SÁRÁIN,"107084","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,29939.994877792789339,-15457595.206012131646276
"70",2ae19629-16e4-13a3-e055-000000000001,Y,REARYMORE,RAOIRE MÓR,"107085","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,20618.110650602164242,-16779768.036235239356756
"71",2ae19629-16e5-13a3-e055-000000000001,Y,ROSENALLIS,ROS FHIONNGHLAISE,"107086","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,30632.061635508769541,-19151544.636920191347599
"72",2ae19629-16e6-13a3-e055-000000000001,Y,ROSSMORE,AN ROS MÓR,"107087","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,20435.071301653872069,-12514087.307523265480995
"73",2ae19629-16e7-13a3-e055-000000000001,Y,SALLYFORD,ÁTH NA SAILÍ,"107088","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,21769.837218889548240,-19694221.664907023310661
"74",2ae19629-16e8-13a3-e055-000000000001,Y,SHAEN,AN SIÁN,"107089","1","08",LAOIS,Laois,PORTLAOISE,29292.273744421159790,-23579161.687860567122698
"75",2ae19629-16e9-13a3-e055-000000000001,Y,MARYMOUNT,MONGACH MHÓR,"107067","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,23061.990916295195348,-14074118.047188056632876
"76",2ae19629-16ea-13a3-e055-000000000001,Y,MEELICK,MÍLEAC,"107068","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,25188.154271086707013,-16912554.987954340875149
"77",2ae19629-16eb-13a3-e055-000000000001,N,MONEENALASSA,MÓINÍN AN LEASA,"107069","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,21152.933021189495776,-11920926.238423544913530
"78",2ae19629-16ec-13a3-e055-000000000001,Y,MONEYMORE,AN MUINE MÓR,"107070","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,17494.031376921127958,-10041439.016252581030130
"79",2ae19629-16ed-13a3-e055-000000000001,N,MOUNTMELLICK RURAL,MÓINTEACH MÍLIC (TUATH),"107071","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,23668.199698041200463,-15103454.330791911110282
"80",2ae19629-16ee-13a3-e055-000000000001,Y,MOUNTMELLICK URBAN,MÓINTEACH MÍLIC (UIRBEACH),"107072","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,8382.055736409058227,-2271631.544599780812860
"81",2ae19629-16ef-13a3-e055-000000000001,Y,MOUNTRATH,MAIGHEAN RÁTHA,"107073","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,27472.099118376365368,-23784634.934057343751192
"82",2ae19629-16f0-13a3-e055-000000000001,Y,MOYANNA,MAIGH EANAIGH,"107074","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,23402.086560341154836,-16714857.178339825943112
"83",2ae19629-16f1-13a3-e055-000000000001,Y,NEALSTOWN,BEALACH LADHRACH,"107075","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,23088.901026546194771,-19213933.001046493649483
"84",2ae19629-16f2-13a3-e055-000000000001,Y,NEWTOWN,CLUAIN BROC,"107076","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,17932.977448187953996,-11242625.224771568551660
"85",2ae19629-16f3-13a3-e055-000000000001,Y,O'MORESFOREST,COILL UÍ MHÓRDHA,"107077","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,20598.046603234131908,-20359801.140711195766926
"86",2ae19629-16f4-13a3-e055-000000000001,Y,PORTARLINGTON SOUTH,CÚIL AN TSÚDAIRE THEAS,"107078","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,20315.350481869638315,-11547268.607845691964030
"87",2ae19629-16f5-13a3-e055-000000000001,Y,PORTLAOIGHISE RURAL,PORT LAOISE (TUATH),"107079","1","08",LAOIS,Laois,PORTLAOISE,35888.706869199741050,-21759589.813781548291445
"88",2ae19629-16f6-13a3-e055-000000000001,Y,PORTLAOIGHISE URBAN,PORT LAOISE UIRBEACH,"107080","1","08",LAOIS,Laois,PORTLAOISE,6965.571378437092790,-2048622.041565512539819
"89",2ae19629-16f7-13a3-e055-000000000001,Y,RAHEEN,AN RÁITHÍN,"107081","1","08",LAOIS,Laois,PORTLAOISE,24884.666724825648998,-19926330.725032266229391
"90",2ae19629-16f8-13a3-e055-000000000001,Y,RATHASPICK,RÁTH EASPAIG,"107082","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,21671.228942052355706,-15314708.139604590833187
"91",2ae19629-16f9-13a3-e055-000000000001,Y,RATHDOWNEY,RÁTH DOMHNAIGH,"107083","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,28223.989199822761293,-17993812.518051307648420
"92",2ae19629-16fb-13a3-e055-000000000001,Y,BALLAGHAMEEHAN,BEALACH UÍ MHITHÍN,"117008","1","28",LEITRIM,Liatroim,MANORHAMILTON,32269.251510006619355,-28140479.079200785607100
"93",2ae19629-16fc-13a3-e055-000000000001,Y,BALLINAMORE,BÉAL AN ÁTHA MÓIR,"117009","1","28",LEITRIM,Liatroim,BALLINAMORE,25276.351318432061817,-18194374.244274731725454
"94",2ae19629-16fd-13a3-e055-000000000001,Y,BARNAMEENAGH,BARR NA MIANACH,"117010","1","28",LEITRIM,Liatroim,BALLINAMORE,27751.165966464290250,-29869055.140417989343405
"95",2ae19629-16fe-13a3-e055-000000000001,Y,BEIHY,BÓITHIGH,"117011","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,25819.556785344353557,-22287389.023964263498783
"96",2ae19629-16ff-13a3-e055-000000000001,Y,SHRULE,SRUTHAIL,"107090","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,21699.161332109837531,-12101144.969393391162157
"97",2ae19629-1700-13a3-e055-000000000001,Y,STRADBALLY,AN SRÁIDBHAILE,"107091","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,27221.138712875188503,-20634738.512249842286110
"98",2ae19629-1701-13a3-e055-000000000001,Y,TANKARDSTOWN,BAILE AN TANCARDAIGH,"107092","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,27342.801727533758822,-15365860.191754594445229
"99",2ae19629-1702-13a3-e055-000000000001,Y,TIMAHOE,TIGH MOCHUA,"107093","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,34032.653864639498352,-25764751.755518246442080
"100",2ae19629-1703-13a3-e055-000000000001,Y,TIMOGUE,TIGH MAODHÓG,"107094","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,27059.740388214173436,-19418231.391029167920351
"101",2ae19629-1704-13a3-e055-000000000001,Y,TINNAHINCH,TIGH NA HINSE,"107095","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,27548.692243686480651,-26148209.614153195172548
"102",2ae19629-1705-13a3-e055-000000000001,Y,TRUMRA,TROMRÁTH,"107096","1","08",LAOIS,Laois,BORRIS-IN-OSSORY-MOUNTMELLICK,21223.349753994709317,-16822775.086990643292665
"103",2ae19629-1706-13a3-e055-000000000001,Y,TURRA,TEAMHAIR,"107097","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,19700.525557640015904,-15873439.704224450513721
"104",2ae19629-1707-13a3-e055-000000000001,Y,VICARSTOWN,BAILE AN BHIOCÁIRE,"107098","1","08",LAOIS,Laois,GRAIGUECULLEN-PORTARLINGTON,19521.422269434886402,-12484507.925923705101013
"105",2ae19629-1708-13a3-e055-000000000001,Y,AGHACASHEL,ACHADH AN CHAISIL,"117001","1","28",LEITRIM,Liatroim,BALLINAMORE,16639.998036079476151,-10189859.276506897062063
"106",2ae19629-170b-13a3-e055-000000000001,Y,AGHAVAS,ACHADH AN MHEASA,"117004","1","28",LEITRIM,Liatroim,BALLINAMORE,25029.567510738139390,-16306412.733335405588150
"107",2ae19629-170d-13a3-e055-000000000001,Y,ANNADUFF,EANACH DUIBH,"117006","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,17826.970557772623579,-11946238.247383141890168
"108",2ae19629-170e-13a3-e055-000000000001,Y,BELHAVEL,BÉAL HAIBHIL,"117012","1","28",LEITRIM,Liatroim,MANORHAMILTON,29360.937596126663266,-21643593.473043825477362
"109",2ae19629-170f-13a3-e055-000000000001,Y,BREANDRUM,BRÉANDROIM,"117013","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,27099.192394613270153,-16625435.445732574909925
"110",2ae19629-1710-13a3-e055-000000000001,Y,DRUMARD,AN DROIM ARD,"117028","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,23778.837820910819573,-12684061.117822408676147
"111",2ae19629-1712-13a3-e055-000000000001,Y,DRUMOD,DROMAD,"117030","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,25343.128439408428676,-22163932.222263328731060
"112",2ae19629-1714-13a3-e055-000000000001,Y,DRUMREILLY NORTH,DROIM OIRÍOLAIGH THUAIDH,"117032","1","28",LEITRIM,Liatroim,BALLINAMORE,16852.230427157170197,-12509528.430855732411146
"113",2ae19629-1715-13a3-e055-000000000001,Y,DRUMREILLY SOUTH,DROIM OIRÍOLAIGH THEAS,"117033","1","28",LEITRIM,Liatroim,BALLINAMORE,18224.919026716434018,-10765000.996874848380685
"114",2ae19629-1716-13a3-e055-000000000001,Y,DRUMREILLY WEST/DRUMREILLY EAST,DROIM OIRÍOLAIGH THIAR/DROIM OIRÍOLAIGHTHOIR,"117034","1","28",LEITRIM,Liatroim,BALLINAMORE,34139.730033035273664,-46880525.511288054287434
"115",2ae19629-1717-13a3-e055-000000000001,Y,BUNNYBEG,AN BUINNE BEAG,"117014","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,35502.518030162747891,-13095335.232753053307533
"116",2ae19629-1718-13a3-e055-000000000001,Y,CARRICK-on-SHANNON,CORA DROMA RÚISC,"117015","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,29109.135504952948395,-24253186.344887681305408
"117",2ae19629-1719-13a3-e055-000000000001,Y,CARRIGALLEN EAST,CARRAIG ÁLAINN THOIR,"117016","1","28",LEITRIM,Liatroim,BALLINAMORE,25110.974114033146179,-14012874.735090691596270
"118",2ae19629-171a-13a3-e055-000000000001,Y,CARRIGALLEN WEST,CARRAIG ÁLAINN THIAR,"117017","1","28",LEITRIM,Liatroim,BALLINAMORE,29815.266081715082692,-15741500.898929910734296
"119",2ae19629-171b-13a3-e055-000000000001,Y,CASHEL,AN CAISEAL,"117018","1","28",LEITRIM,Liatroim,CARRICK-ON-SHANNON,18878.775276009593654,-11421610.484167214483023
"120",2ae19629-171c-13a3-e055-000000000001,Y,CASTLEFORE,BAILE CHOILLE FÓIR,"117019","1","28",LEITRIM,Liatroim,BALLINAMORE,21907.071045564905944,-14080012.611787322908640
"121",2ae19629-171d-13a3-e055-000000000001,Y,CATTAN,COTANN,"117020","1","28",LEITRIM,Liatroim,BALLINAMORE,21399.355943713511806,-16666285.054963612928987
"122",2ae19629-171e-13a3-e055-000000000001,Y,CLOONCLARE,CLUAIN CHLÁIR,"117021","1","28",LEITRIM,Liatroim,MANORHAMILTON,26546.768145177367842,-19866229.400690168142319
"123",2ae19629-171f-13a3-e055-000000000001,Y,CLOONE,AN CHLUAIN,"117022","1","28",LEITRIM,Liatroim,BALLINAMORE,27823.310124997260573,-18033519.368636310100555
"124",2ae19629-1720-13a3-e055-000000000001,Y,CLOONLOGHER,CLUAIN LOTHAIR,"117023","1","28",LEITRIM,Liatroim,MANORHAMILTON,41524.008774591522524,-33292181.186695571988821
"125",2ae19629-1721-13a3-e055-000000000001,Y,CLOVERHILL,AN CHORR GHLAS,"117024","1","28",LEITRIM,Liatroim,BALLINAMORE,26645.421859613059496,-19378523.042968612164259
"126",2ae19629-1722-13a3-e055-000000000001,Y,CORRALA,CORR AN FHLEÁ,"117025","1","28",LEITRIM,Liatroim,BALLINAMORE,27681.853470067046146,-15802220.914063194766641
"127",2ae19629-1723-13a3-e055-000000000001,Y,CORRIGA,CARRAIGIGH,"117026","1","28",LEITRIM,Liatroim,BALLINAMORE,18598.919386832320015,-12375973.786728084087372
"128",2ae19629-1724-13a3-e055-000000000001,Y,DRUMAHAIRE,DROIM DHÁ THIAR,"117027","1","28",LEITRIM,Liatroim,MANORHAMILTON,40574.298104326851899,-34308737.246569015085697
