OBJECTID,ED_GUID,ED_OFFICIA,ED_ENGLISH,ED_GAEILGE,ED_ID_STR,ED_PART_CO,COUNTY_COD,COUNTY_ENG,COUNTY_GAE,CSO_LEA,SHAPE_Leng,SHAPE_Area
"338",2ae19629-17fb-13a3-e055-000000000001,Y,MARKET,AN MARGADH,"128029","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY NORTH,2695.516838086614825,-232370.995773013331927
"339",2ae19629-17fc-13a3-e055-000000000001,Y,PROSPECT A,CNOC AN RADHAIRC A,"128030","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY WEST,1958.766868364024731,-169761.049589298374485
"340",2ae19629-17fd-13a3-e055-000000000001,Y,PROSPECT B,CNOC AN RADHAIRC B,"128031","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY WEST,1800.204107324511597,-200280.198632923595142
"341",2ae19629-17fe-13a3-e055-000000000001,Y,RATHBANE,AN RÁTH BHÁN,"128032","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY EAST,3399.012763495753006,-578296.543570929090492
"342",2ae19629-17ff-13a3-e055-000000000001,Y,SHANNON A,AN TSIONAINN A,"128033","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY WEST,1800.238618995667821,-163513.541454019810772
"343",2ae19629-1800-13a3-e055-000000000001,Y,SHANNON B,AN TSIONAINN B,"128034","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY WEST,1808.015355484352767,-186170.153309991175774
"344",2ae19629-1801-13a3-e055-000000000001,Y,SINGLAND A,SAINGEAL A,"128035","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY NORTH,2386.794232753975848,-318521.677495199721307
"345",2ae19629-1802-13a3-e055-000000000001,Y,SINGLAND B,SAINGEAL B,"128036","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY EAST,4515.702994132421736,-1103408.131367333000526
"346",2ae19629-1803-13a3-e055-000000000001,Y,St. LAURENCE,TOGHROINN SAN LABHRÁIS,"128037","1","20",LIMERICK CITY,Luimneach,LIMERICK CITY EAST,5667.494960500378511,-844048.312234727665782
"347",2ae19629-1804-13a3-e055-000000000001,Y,ABBEYLARA,MAINISTIR LEATHRÁTHA,"137001","1","09",LONGFORD,An Longfort,GRANARD,20336.105395871923974,-12730047.006608266383410
"348",2ae19629-1805-13a3-e055-000000000001,Y,AGHABOY,ACHADH BUÍ,"137002","1","09",LONGFORD,An Longfort,GRANARD,20578.644438470419118,-14954331.518596664071083
"349",2ae19629-1806-13a3-e055-000000000001,Y,AGHARRA,EACHARA,"137003","1","09",LONGFORD,An Longfort,BALLYMAHON,27086.100333240046893,-18969085.445965129882097
"350",2ae19629-1807-13a3-e055-000000000001,Y,ARDAGH EAST,ARDACH THOIR,"137004","1","09",LONGFORD,An Longfort,BALLYMAHON,34683.852056905132486,-30355770.164926536381245
"351",2ae19629-1808-13a3-e055-000000000001,Y,ARDAGH WEST,ARDACH THIAR,"137005","1","09",LONGFORD,An Longfort,BALLYMAHON,27055.639719824939675,-19844469.026718325912952
"352",2ae19629-1809-13a3-e055-000000000001,Y,BALLINALEE,BÉAL ÁTHA NA LAO,"137006","1","09",LONGFORD,An Longfort,GRANARD,23825.793711509260902,-14015225.426838878542185
"353",2ae19629-180a-13a3-e055-000000000001,Y,BALLINAMUCK EAST,BÉAL ÁTHA NA MUC THOIR,"137007","1","09",LONGFORD,An Longfort,GRANARD,26442.582466793355707,-20249103.794028598815203
"354",2ae19629-180b-13a3-e055-000000000001,Y,BALLINAMUCK WEST,BÉAL ÁTHA NA MUC THIAR,"137008","1","09",LONGFORD,An Longfort,GRANARD,37034.902567774639465,-23479034.180868692696095
"355",2ae19629-180c-13a3-e055-000000000001,Y,BALLYMAHON,BAILE UÍ MHATHÁIN,"137009","1","09",LONGFORD,An Longfort,BALLYMAHON,34365.533217153708392,-32729898.358425192534924
"356",2ae19629-180d-13a3-e055-000000000001,Y,BALLYMUIGH,BAILE MAÍ,"137010","1","09",LONGFORD,An Longfort,BALLYMAHON,20692.328997450276802,-12644945.748706048354506
"357",2ae19629-180e-13a3-e055-000000000001,Y,BREANRISK,BRÉANROS,"137011","1","09",LONGFORD,An Longfort,LONGFORD,33867.916199170977052,-20214739.508653022348881
"358",2ae19629-180f-13a3-e055-000000000001,Y,BUNLAHY,BUN LATHAÍ,"137012","1","09",LONGFORD,An Longfort,GRANARD,19889.070182002884394,-10910977.280737051740289
"359",2ae19629-1810-13a3-e055-000000000001,N,CALDRAGH,AN CHEALTRACH,"137013","1","09",LONGFORD,An Longfort,LONGFORD,25136.035863554709067,-21808650.981586009263992
"360",2ae19629-1811-13a3-e055-000000000001,Y,KENTSTOWN,BAILE AN CHEANTAIGH,"167041","1","11",MEATH,An Mhí,ASHBOURNE,34843.749969277865603,-30656979.132753707468510
"361",2ae19629-1812-13a3-e055-000000000001,Y,KILBREW,CILL BHRÚ,"167042","1","11",MEATH,An Mhí,ASHBOURNE,36950.582524351746542,-33332502.618778593838215
"362",2ae19629-1813-13a3-e055-000000000001,Y,KILBRIDE,CILL BHRÍDE,"167043","1","11",MEATH,An Mhí,TRIM,20375.764491781937977,-16050816.890742396935821
"363",2ae19629-1814-13a3-e055-000000000001,Y,RATOATH,RÁTH TÓ,"167078","1","11",MEATH,An Mhí,RATOATH,42738.912384697287052,-37878410.708868473768234
"364",2ae19629-1815-13a3-e055-000000000001,Y,RODANSTOWN,BAILE UÍ RODÁIN,"167079","1","11",MEATH,An Mhí,RATOATH,31929.882067703762004,-29645843.202635098248720
"365",2ae19629-1816-13a3-e055-000000000001,Y,RIDGE,AN DROIM,"017043","1","01",CARLOW,Ceatharlach,MUINEBEAG,26691.326657554029225,-17236057.956259217113256
"366",2ae19629-1817-13a3-e055-000000000001,N,SHANGARRY,AN SEANGHARRAÍ,"017044","1","01",CARLOW,Ceatharlach,TULLOW,27775.192080637967592,-20037790.250339005142450
"367",2ae19629-1818-13a3-e055-000000000001,Y,SLIGUFF,SLÍ DHUBH,"017045","1","01",CARLOW,Ceatharlach,MUINEBEAG,19825.042295338138501,-15054972.299077121540904
"368",2ae19629-1819-13a3-e055-000000000001,Y,ARDAGH,ARDACH,"167001","1","11",MEATH,An Mhí,KELLS,27164.979053248425771,-22900570.977540142834187
"369",2ae19629-181a-13a3-e055-000000000001,Y,ARDBRACCAN,ARD BREACÁIN,"167002","1","11",MEATH,An Mhí,NAVAN,36295.103217198673519,-38662989.480961941182613
"370",2ae19629-181b-13a3-e055-000000000001,Y,SKREEN,AN SCRÍN,"167080","1","11",MEATH,An Mhí,ASHBOURNE,44822.409837631974369,-38253451.106591254472733
"371",2ae19629-181c-13a3-e055-000000000001,Y,SLANE,BAILE SHLÁINE,"167081","1","11",MEATH,An Mhí,LAYTOWN-BETTYSTOWN,28101.975199401964346,-23770853.471761532127857
"372",2ae19629-181d-13a3-e055-000000000001,Y,STONEFIELD,AN CHLOCHARNACH,"167086","1","11",MEATH,An Mhí,KELLS,29291.153169919893116,-16439344.646671839058399
"373",2ae19629-181e-13a3-e055-000000000001,Y,SUMMERHILL,CNOC AN LÍNSIGH,"167087","1","11",MEATH,An Mhí,TRIM,23215.881578511212865,-17672692.959252592176199
"374",2ae19629-181f-13a3-e055-000000000001,Y,TARA,TEAMHAIR,"167088","1","11",MEATH,An Mhí,ASHBOURNE,35091.600025156381889,-30426489.748651243746281
"375",2ae19629-1820-13a3-e055-000000000001,Y,TANKARDSTOWN,BAILE THANCAIRD,"017046","1","01",CARLOW,Ceatharlach,TULLOW,21823.281291189116018,-16824613.112497106194496
"376",2ae19629-1821-13a3-e055-000000000001,Y,TEMPLEPETER,TEAMPALL PHEADAIR,"017047","1","01",CARLOW,Ceatharlach,TULLOW,23762.526914517846308,-15084356.008128028362989
"377",2ae19629-1822-13a3-e055-000000000001,Y,TIKNOCK,TIGH AN CHNOIC,"017048","1","01",CARLOW,Ceatharlach,TULLOW,17467.154012991857599,-10754260.233436113223433
"378",2ae19629-1823-13a3-e055-000000000001,Y,TINNAHINCH,TIGH NA HINSE,"017049","1","01",CARLOW,Ceatharlach,MUINEBEAG,21514.384689060643723,-13807857.654380170628428
"379",2ae19629-1824-13a3-e055-000000000001,Y,ARDCATH,ARD CATH,"167003","1","11",MEATH,An Mhí,ASHBOURNE,42835.543307746353094,-43437935.082479357719421
"380",2ae19629-1825-13a3-e055-000000000001,Y,ARDMULCHAN,ARD MAOLCHON,"167004","1","11",MEATH,An Mhí,ASHBOURNE,29194.670694124728470,-24207584.789015114307404
"381",2ae19629-1826-13a3-e055-000000000001,Y,St. MARY'S,TOGHROINN MHUIRE,"167082","1","11",MEATH,An Mhí,LAYTOWN-BETTYSTOWN,45745.658820981116151,-35334322.880456775426865
"382",2ae19629-1827-13a3-e055-000000000001,Y,STACKALLAN,STIGH COLLÁIN,"167083","1","11",MEATH,An Mhí,LAYTOWN-BETTYSTOWN,29052.006495746783912,-21252549.952578708529472
"383",2ae19629-1828-13a3-e055-000000000001,Y,STAHOLMOG,STIGH MOCHOLMÓG,"167084","1","11",MEATH,An Mhí,KELLS,23318.079709302386618,-17002595.990988560020924
"384",2ae19629-1829-13a3-e055-000000000001,Y,STAMULLIN,STEACH MAOILÍN,"167085","1","11",MEATH,An Mhí,ASHBOURNE,47846.638286212713865,-37664978.623589210212231
"385",2ae19629-182a-13a3-e055-000000000001,Y,TELTOWN,TAILTIN,"167089","1","11",MEATH,An Mhí,KELLS,30558.418295029638102,-25186658.649272177368402
"386",2ae19629-182b-13a3-e055-000000000001,Y,TRIM RURAL,BAILE ÁTHA TROIM (TUATH) (CUID),"167090","1","11",MEATH,An Mhí,TRIM,36943.998744362113939,-35378514.182082816958427
"387",2ae19629-182c-13a3-e055-000000000001,Y,TRIM URBAN,BAILE ÁTHA TROIM (UIRBEACH),"167091","1","11",MEATH,An Mhí,TRIM,4246.624108893129232,-640902.801493188249879
"388",2ae19629-182d-13a3-e055-000000000001,Y,LOUISBURGH,CLUAIN CEARBÁN,"157116","1","29",MAYO,Maigh Eo,WESTPORT,40986.725432328370516,-23257612.962114114314318
"389",2ae19629-182e-13a3-e055-000000000001,Y,MANULLA,MAIGH NULLA,"157117","1","29",MAYO,Maigh Eo,CASTLEBAR,36285.992211939577828,-30903620.763371311128139
"390",2ae19629-182f-13a3-e055-000000000001,Y,ARDNAMULLAN,ARD NA MULLÁN,"167005","1","11",MEATH,An Mhí,TRIM,30573.939961806747306,-24056603.147141102701426
"391",2ae19629-1830-13a3-e055-000000000001,N,ATHBOY,BAILE ÁTHA BUÍ,"167006","1","11",MEATH,An Mhí,KELLS,28901.905468279594061,-20101701.047177772969007
"392",2ae19629-1831-13a3-e055-000000000001,Y,BALLINLOUGH,BAILE AN LOCHA,"167007","1","11",MEATH,An Mhí,KELLS,18714.080125195447181,-10649937.516478685662150
"393",2ae19629-1832-13a3-e055-000000000001,Y,KILCOOLY,CILL CHÚILE,"167044","1","11",MEATH,An Mhí,TRIM,31762.259114416978264,-16540517.620076341554523
"394",2ae19629-1833-13a3-e055-000000000001,Y,KILDALKEY,CILL DEALGA,"167045","1","11",MEATH,An Mhí,TRIM,26777.672746784679475,-26175300.301574163138866
"395",2ae19629-1834-13a3-e055-000000000001,Y,KILLACONNIGAN,CILL CHONAGÁIN,"167046","1","11",MEATH,An Mhí,TRIM,28301.795444491865055,-26289767.329094808548689
"396",2ae19629-1835-13a3-e055-000000000001,Y,TROHANNY,TRATHANAÍ,"167092","1","11",MEATH,An Mhí,KELLS,28985.342848715390573,-16849462.292136710137129
"397",2ae19629-1836-13a3-e055-000000000001,Y,AGHA,ACHADH,"017001","1","01",CARLOW,Ceatharlach,MUINEBEAG,20131.250482682222355,-12316519.484247302636504
"398",2ae19629-1837-13a3-e055-000000000001,Y,BALLINACARRIG,BAILE NA CARRAIGE,"017002","1","01",CARLOW,Ceatharlach,CARLOW,23594.583154805335653,-16250770.683528875932097
"399",2ae19629-1838-13a3-e055-000000000001,Y,MAYO,MAIGH EO,"157118","1","29",MAYO,Maigh Eo,CLAREMORRIS,45651.960398302500835,-26882784.482865009456873
"400",2ae19629-1839-13a3-e055-000000000001,Y,MEELICK,MÍLEAC,"157119","1","29",MAYO,Maigh Eo,SWINFORD,31084.752175997269660,-24614369.713278304785490
"401",2ae19629-183a-13a3-e055-000000000001,Y,BALLYBOGGAN,BAILE UÍ BHOGÁIN,"167008","1","11",MEATH,An Mhí,TRIM,33920.465579449519282,-28163870.762918978929520
"402",2ae19629-183b-13a3-e055-000000000001,Y,BALLYCONNELL,BAILE UÍ CHONAILL,"167009","1","11",MEATH,An Mhí,TRIM,27356.002351736158744,-25308091.423723075538874
"403",2ae19629-183c-13a3-e055-000000000001,Y,BALRATHBOYNE,BAILE RÁTH BAOITHÍN,"167010","1","11",MEATH,An Mhí,KELLS,17872.802955050421588,-15554009.071299919858575
"404",2ae19629-183d-13a3-e055-000000000001,Y,BECTIVE,BEIGTHIGH,"167011","1","11",MEATH,An Mhí,NAVAN,25740.834604828251031,-20300500.094218675047159
"405",2ae19629-183e-13a3-e055-000000000001,Y,KILLALLON,COILL FHALLÚIN,"167047","1","11",MEATH,An Mhí,KELLS,29600.966400682267704,-25342971.708508998155594
"406",2ae19629-183f-13a3-e055-000000000001,Y,KILLARY,CILL FHOIBHRIGH,"167048","1","11",MEATH,An Mhí,LAYTOWN-BETTYSTOWN,38881.038886625232408,-49964738.441300190985203
"407",2ae19629-1840-13a3-e055-000000000001,Y,BALLINTEMPLE,BAILE AN TEAMPAILL,"017003","1","01",CARLOW,Ceatharlach,TULLOW,31488.582549706323334,-28342609.171214487403631
"408",2ae19629-1841-13a3-e055-000000000001,Y,BALLON,BALANA,"017004","1","01",CARLOW,Ceatharlach,TULLOW,17141.845110717636999,-9789628.098383774980903
"409",2ae19629-1842-13a3-e055-000000000001,Y,BALLYELLIN,BAILE EILÍN,"017005","1","01",CARLOW,Ceatharlach,MUINEBEAG,24941.131770639884053,-15793618.579807566478848
"410",2ae19629-1843-13a3-e055-000000000001,Y,BALLYMOON,BAILE MUÁIN,"017006","1","01",CARLOW,Ceatharlach,MUINEBEAG,18582.690744809275202,-14086292.801952678710222
"411",2ae19629-1844-13a3-e055-000000000001,Y,MOUNT FALCON,AN DROIM RIABHACH,"157120","1","29",MAYO,Maigh Eo,BALLINA,37188.618592613522196,-37933069.153154358267784
"412",2ae19629-1845-13a3-e055-000000000001,Y,MUINGNABO,MOING NA BÓ,"157121","2","29",MAYO,Maigh Eo,BELMULLET,64466.043906515878916,-63295647.648757860064507
"413",2ae19629-1846-13a3-e055-000000000001,Y,MUINGS,NA MONGA,"157122","2","29",MAYO,Maigh Eo,BELMULLET,34697.386398867507523,-33120863.786944471299648
"414",2ae19629-1847-13a3-e055-000000000001,Y,BOHERBOY,AN BÓTHAR BUÍ,"167012","1","11",MEATH,An Mhí,KELLS,19683.109082296115957,-10927438.245887760072947
"415",2ae19629-1848-13a3-e055-000000000001,Y,BURRY,BORRAIDH,"167013","1","11",MEATH,An Mhí,KELLS,18836.718192475171236,-14927041.921275401487947
"416",2ae19629-1849-13a3-e055-000000000001,Y,CARRICKLECK,CARRAIG LEICE,"167014","1","11",MEATH,An Mhí,KELLS,23513.214287470284034,-18052650.884035121649504
"417",2ae19629-184a-13a3-e055-000000000001,Y,CASTLEJORDAN,CAISLEÁN SHIURDÁIN,"167015","1","11",MEATH,An Mhí,TRIM,25693.315114016240841,-15559076.233522750437260
"418",2ae19629-184b-13a3-e055-000000000001,N,KILLEAGH,CILL FHIAIGH,"167049","1","11",MEATH,An Mhí,KELLS,38115.209278448855912,-29999229.370544906705618
"419",2ae19629-184c-13a3-e055-000000000001,Y,KILLEEN,AN CILLÍN,"167050","1","11",MEATH,An Mhí,RATOATH,31045.300535148926429,-29196805.743699748069048
"420",2ae19629-184d-13a3-e055-000000000001,Y,BALLYMURPHY,BAILE UÍ MHURCHÚ,"017007","1","01",CARLOW,Ceatharlach,MUINEBEAG,23342.866481282937457,-17999877.046639319509268
"421",2ae19629-184e-13a3-e055-000000000001,Y,BORRIS,AN BHUIRÍOS,"017008","1","01",CARLOW,Ceatharlach,MUINEBEAG,21527.934053112461697,-16050762.074351401999593
"422",2ae19629-184f-13a3-e055-000000000001,Y,BURTON HALL,BAILE NA COILLE,"017009","1","01",CARLOW,Ceatharlach,CARLOW,19563.139500469609629,-6103130.012294791638851
"423",2ae19629-1850-13a3-e055-000000000001,Y,MURNEEN,MUIRNÍN,"157123","1","29",MAYO,Maigh Eo,CLAREMORRIS,32737.025434926985326,-23779740.528612118214369
"424",2ae19629-1851-13a3-e055-000000000001,Y,NEALE,AN ÉILL,"157124","1","29",MAYO,Maigh Eo,CLAREMORRIS,46005.855559039133368,-49236262.328382052481174
"425",2ae19629-1852-13a3-e055-000000000001,Y,CASTLEKEERAN,DÍSEART CIARÁIN,"167016","1","11",MEATH,An Mhí,KELLS,27876.762235145102750,-16133911.646098278462887
"426",2ae19629-1853-13a3-e055-000000000001,Y,CASTLERICKARD,CAISLEÁN RIOCAIRD,"167017","1","11",MEATH,An Mhí,TRIM,23292.299206359890377,-20015155.329105403274298
"427",2ae19629-1854-13a3-e055-000000000001,Y,CASTLETOWN,BAILE AN CHAISLEÁIN,"167018","1","11",MEATH,An Mhí,KELLS,32556.442723935044341,-34583689.094487659633160
"428",2ae19629-1855-13a3-e055-000000000001,Y,KILLYON,CILL LIATHÁIN,"167051","1","11",MEATH,An Mhí,TRIM,34046.240436547879654,-29891748.407949630171061
"429",2ae19629-1856-13a3-e055-000000000001,Y,KILMAINHAM,CILL MHAIGHNEANN,"167052","1","11",MEATH,An Mhí,KELLS,33897.162918264322798,-25057546.286826603114605
"430",2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),"017010","1","01",CARLOW,Ceatharlach,CARLOW,32735.565416895336966,-22116128.265262171626091
"431",2ae19629-1858-13a3-e055-000000000001,Y,CARLOW URBAN,CEATHARLACH (UIRBEACH),"017011","1","01",CARLOW,Ceatharlach,CARLOW,5984.220208081982491,-1845433.742416230961680
"432",2ae19629-1859-13a3-e055-000000000001,N,CLOGRENAN,CLOCH GHRIANÁIN,"017012","1","01",CARLOW,Ceatharlach,MUINEBEAG,21350.695036896780948,-17737250.928465981036425
"433",2ae19629-185a-13a3-e055-000000000001,Y,CLONEGALL,CLUAIN NA NGALL,"017013","1","01",CARLOW,Ceatharlach,TULLOW,27379.323004483041586,-23344404.164818320423365
"434",2ae19629-185b-13a3-e055-000000000001,Y,NEWBROOK,BÉAL ÁTHA NA LÚB,"157125","1","29",MAYO,Maigh Eo,CLAREMORRIS,43171.471051669301232,-37243056.445152588188648
"435",2ae19629-185c-13a3-e055-000000000001,Y,NEWPORT EAST,BAILE UÍ FHIACHÁIN THOIR,"157126","14","29",MAYO,Maigh Eo,WESTPORT,75489.692176768847276,-38320670.591709360480309
"436",2ae19629-185d-13a3-e055-000000000001,Y,NEWPORT WEST,BAILE UÍ FHIACHÁIN THIAR,"157127","23","29",MAYO,Maigh Eo,BELMULLET,88380.827045156809618,-69300420.248324438929558
"437",2ae19629-185e-13a3-e055-000000000001,Y,OWENBRIN,ABHAINN BHRAIN,"157128","1","29",MAYO,Maigh Eo,CASTLEBAR,37863.366848193545593,-60292672.984695285558701
"438",2ae19629-185f-13a3-e055-000000000001,Y,CLOGHBRACK,CLOCH BHREAC,"167019","1","11",MEATH,An Mhí,TRIM,30998.423531240150623,-24620715.590183299034834
"439",2ae19629-1860-13a3-e055-000000000001,Y,CLONMACDUFF,CLUAIN MHIC DHUIBH,"167020","1","11",MEATH,An Mhí,TRIM,24263.261357626179233,-13759778.126646338030696
"440",2ae19629-1861-13a3-e055-000000000001,Y,CROSSAKEEL,CROSA CAOIL,"167021","1","11",MEATH,An Mhí,KELLS,34415.329706259864906,-20159197.497111037373543
"441",2ae19629-1862-13a3-e055-000000000001,N,KILMESSAN,CILL MHEASÁIN,"167053","1","11",MEATH,An Mhí,RATOATH,35009.198899254421121,-25559535.121343977749348
"442",2ae19629-1863-13a3-e055-000000000001,Y,KILMORE,AN CHILL MHÓR,"167054","1","11",MEATH,An Mhí,RATOATH,39266.355035185522866,-37667936.347307138144970
"443",2ae19629-1864-13a3-e055-000000000001,Y,CLONMORE,CLUAIN MHÓR,"017014","1","01",CARLOW,Ceatharlach,TULLOW,30122.998322598832601,-28124547.700948629528284
"444",2ae19629-1865-13a3-e055-000000000001,Y,COONOGUE,CAONÓG,"017015","1","01",CARLOW,Ceatharlach,MUINEBEAG,17751.888815709935443,-15216979.407387819141150
"445",2ae19629-1866-13a3-e055-000000000001,Y,CORRIES,NA CORAÍ,"017016","1","01",CARLOW,Ceatharlach,MUINEBEAG,22470.651415850450576,-17630856.792795218527317
"446",2ae19629-1868-13a3-e055-000000000001,Y,PONTOON,PONTÚN,"157130","1","29",MAYO,Maigh Eo,CASTLEBAR,41662.038835100473079,-49590430.855748839676380
"447",2ae19629-1869-13a3-e055-000000000001,Y,PORTROYAL,PARTRAÍ,"157131","1","29",MAYO,Maigh Eo,CASTLEBAR,32835.541014826871105,-45860009.486876092851162
"448",2ae19629-186a-13a3-e055-000000000001,Y,RATHHILL,CNOC NA RÁITHE,"157132","1","29",MAYO,Maigh Eo,BELMULLET,54979.365860334874014,-41266677.878554746508598
"449",2ae19629-186b-13a3-e055-000000000001,Y,CROSSKEYS,NA CROSEOCHRACHA,"167022","1","11",MEATH,An Mhí,KELLS,26526.217697739761206,-16174907.435697911307216
"450",2ae19629-186c-13a3-e055-000000000001,Y,CRUICETOWN,BAILE CHRÚIS,"167023","1","11",MEATH,An Mhí,KELLS,24024.673221424869553,-20738715.816530585289001
"451",2ae19629-186d-13a3-e055-000000000001,Y,CULMULLIN,CÚIL MHAOILÍN,"167024","1","11",MEATH,An Mhí,RATOATH,37863.813924864640285,-36620205.100929617881775
"452",2ae19629-186e-13a3-e055-000000000001,Y,DONAGHMORE,DOMHNACH MÓR,"167025","1","11",MEATH,An Mhí,ASHBOURNE,46592.085400059899257,-35230200.177042834460735
"453",2ae19629-186f-13a3-e055-000000000001,Y,KILSKEER,CILL SCÍRE,"167055","1","11",MEATH,An Mhí,KELLS,18176.989203725897823,-15656933.707415446639061
"454",2ae19629-1870-13a3-e055-000000000001,Y,KNOCKLOUGH,CNOC AN LOCHA,"167056","1","11",MEATH,An Mhí,KELLS,34766.497584012540756,-16688694.478066073730588
"455",2ae19629-1871-13a3-e055-000000000001,Y,LARACOR,LÁITHREACH CORA,"167057","1","11",MEATH,An Mhí,TRIM,22779.117691464402014,-21530042.372630242258310
"456",2ae19629-1872-13a3-e055-000000000001,Y,CRANEMORE,AN CORRÁN MÓR,"017017","1","01",CARLOW,Ceatharlach,TULLOW,43664.931038526832708,-36548559.600825466215611
"457",2ae19629-1873-13a3-e055-000000000001,Y,FENNAGH,FIONNMHACH,"017018","1","01",CARLOW,Ceatharlach,MUINEBEAG,24939.811394321866828,-18953393.198788408190012
"458",2ae19629-1874-13a3-e055-000000000001,Y,GARRYHILL,AN GHARBHCHOILL,"017019","1","01",CARLOW,Ceatharlach,MUINEBEAG,28655.945281795287883,-23852920.638877555727959
"459",2ae19629-1875-13a3-e055-000000000001,Y,RATHOMA,RÁTH THÓMA,"157133","1","29",MAYO,Maigh Eo,BALLINA,25632.929637718112645,-17628234.339253541082144
"460",2ae19629-1876-13a3-e055-000000000001,Y,ROSLEE,ROS LAO,"157134","1","29",MAYO,Maigh Eo,CASTLEBAR,30377.369477174041094,-16526976.210231550037861
"461",2ae19629-1877-13a3-e055-000000000001,Y,SALLYMOUNT,AN OILEACH BHEAG,"157135","1","29",MAYO,Maigh Eo,BALLINA,30157.596461591223488,-29360707.417240269482136
"462",2ae19629-1878-13a3-e055-000000000001,Y,DONAGHPATRICK,DOMHNACH PHÁDRAIG,"167026","1","11",MEATH,An Mhí,KELLS,35544.094184288878751,-42517566.151508778333664
"463",2ae19629-1879-13a3-e055-000000000001,Y,DRUMCONDRA,DROIM CONRACH,"167027","1","11",MEATH,An Mhí,KELLS,37407.068385477708944,-46415936.740045644342899
"464",2ae19629-187a-13a3-e055-000000000001,N,LOUGHAN,LOCHÁN,"167058","1","11",MEATH,An Mhí,KELLS,27263.363994320836355,-16158368.379725612699986
"465",2ae19629-187b-13a3-e055-000000000001,Y,MAPERATH,RÁTH AN MHÁBAIGH,"167059","1","11",MEATH,An Mhí,KELLS,20935.691336079213215,-13734905.763681475073099
"466",2ae19629-187c-13a3-e055-000000000001,Y,MARTRY,MARTRA,"167060","1","11",MEATH,An Mhí,KELLS,22508.204658963953989,-16737315.937281047925353
"467",2ae19629-187d-13a3-e055-000000000001,Y,GLYNN,AN GLEANN,"017020","1","01",CARLOW,Ceatharlach,MUINEBEAG,24360.119160546033527,-22594525.490839775651693
"468",2ae19629-187e-13a3-e055-000000000001,Y,GRANGEFORD,AN GHRÁINSEACH,"017021","1","01",CARLOW,Ceatharlach,TULLOW,18253.144698957970832,-14176362.446755183860660
"469",2ae19629-187f-13a3-e055-000000000001,Y,HACKETSTOWN,BAILE HAICÉID,"017022","1","01",CARLOW,Ceatharlach,TULLOW,30660.064493445530388,-22059238.100466113537550
"470",2ae19629-1881-13a3-e055-000000000001,Y,SHRULE,SRUTHAIR,"157137","1","29",MAYO,Maigh Eo,CLAREMORRIS,32355.638604081290396,-41677315.281185887753963
"471",2ae19629-1882-13a3-e055-000000000001,Y,DULEEK,DAMHLIAG,"167028","1","11",MEATH,An Mhí,LAYTOWN-BETTYSTOWN,42495.083676896174438,-40349293.030767098069191
"472",2ae19629-1883-13a3-e055-000000000001,Y,DUNBOYNE,DÚN BÚINNE,"167029","1","11",MEATH,An Mhí,RATOATH,41489.522892003304150,-57215699.822928756475449
"473",2ae19629-1884-13a3-e055-000000000001,Y,MELLIFONT,AN MHAINISTIR MHÓR,"167061","1","11",MEATH,An Mhí,LAYTOWN-BETTYSTOWN,37214.531658075371524,-24635820.379215534776449
"474",2ae19629-1885-13a3-e055-000000000001,Y,MOYBOLGUE,MAIGH BOLG,"167062","1","11",MEATH,An Mhí,KELLS,19582.099482944588090,-11204529.017799835652113
"475",2ae19629-1886-13a3-e055-000000000001,Y,MOYLAGH,MAIGH LOCHA,"167063","1","11",MEATH,An Mhí,KELLS,29221.995145250224596,-23696467.999851796776056
"476",2ae19629-1887-13a3-e055-000000000001,Y,HAROLDSTOWN,BAILE EIREOIL,"017023","1","01",CARLOW,Ceatharlach,TULLOW,17196.090955440180551,-11538057.075192645192146
"477",2ae19629-1888-13a3-e055-000000000001,Y,JOHNSTOWN,BAILE SHEÁIN,"017024","1","01",CARLOW,Ceatharlach,CARLOW,20062.081371966763982,-15588675.448714863508940
"478",2ae19629-1889-13a3-e055-000000000001,Y,KELLISTOWN,CILL OSNA,"017025","1","01",CARLOW,Ceatharlach,TULLOW,27423.591640343573090,-20002442.142580419778824
"479",2ae19629-188a-13a3-e055-000000000001,Y,KILBRIDE,CILL BHRÍDE,"017026","1","01",CARLOW,Ceatharlach,TULLOW,24448.421760759425524,-14667054.374191489070654
"480",2ae19629-188b-13a3-e055-000000000001,Y,SLIEVEMAHANAGH,SLIABH MEATHÁNACH,"157138","1","29",MAYO,Maigh Eo,WESTPORT,46942.988506852685532,-58663589.768965274095535
"481",2ae19629-188c-13a3-e055-000000000001,Y,SLIEVEMORE,AN SLIABH MÓR,"157139","4","29",MAYO,Maigh Eo,BELMULLET,72759.204254132113419,-71979009.897271230816841
"482",2ae19629-188d-13a3-e055-000000000001,Y,SONNAGH,AN SONNACH,"157140","1","29",MAYO,Maigh Eo,SWINFORD,31974.342936015767918,-39463189.266194686293602
