OBJECTID,ED_GUID,ED_OFFICIA,ED_ENGLISH,ED_GAEILGE,ED_ID_STR,ED_PART_CO,COUNTY_COD,COUNTY_ENG,COUNTY_GAE,CSO_LEA,SHAPE_Leng,SHAPE_Area,ACShort,AC
365,2ae19629-1816-13a3-e055-000000000001,Y,RIDGE,AN DROIM,17043,1,1,CARLOW,Ceatharlach,MUINEBEAG,26691.32666,-17236057.96,Carlow,Carlow County Council
366,2ae19629-1817-13a3-e055-000000000001,N,SHANGARRY,AN SEANGHARRAÍ,17044,1,1,CARLOW,Ceatharlach,TULLOW,27775.19208,-20037790.25,Carlow,Carlow County Council
367,2ae19629-1818-13a3-e055-000000000001,Y,SLIGUFF,SLÍ DHUBH,17045,1,1,CARLOW,Ceatharlach,MUINEBEAG,19825.0423,-15054972.3,Carlow,Carlow County Council
375,2ae19629-1820-13a3-e055-000000000001,Y,TANKARDSTOWN,BAILE THANCAIRD,17046,1,1,CARLOW,Ceatharlach,TULLOW,21823.28129,-16824613.11,Carlow,Carlow County Council
376,2ae19629-1821-13a3-e055-000000000001,Y,TEMPLEPETER,TEAMPALL PHEADAIR,17047,1,1,CARLOW,Ceatharlach,TULLOW,23762.52691,-15084356.01,Carlow,Carlow County Council
377,2ae19629-1822-13a3-e055-000000000001,Y,TIKNOCK,TIGH AN CHNOIC,17048,1,1,CARLOW,Ceatharlach,TULLOW,17467.15401,-10754260.23,Carlow,Carlow County Council
378,2ae19629-1823-13a3-e055-000000000001,Y,TINNAHINCH,TIGH NA HINSE,17049,1,1,CARLOW,Ceatharlach,MUINEBEAG,21514.38469,-13807857.65,Carlow,Carlow County Council
397,2ae19629-1836-13a3-e055-000000000001,Y,AGHA,ACHADH,17001,1,1,CARLOW,Ceatharlach,MUINEBEAG,20131.25048,-12316519.48,Carlow,Carlow County Council
398,2ae19629-1837-13a3-e055-000000000001,Y,BALLINACARRIG,BAILE NA CARRAIGE,17002,1,1,CARLOW,Ceatharlach,CARLOW,23594.58315,-16250770.68,Carlow,Carlow County Council
407,2ae19629-1840-13a3-e055-000000000001,Y,BALLINTEMPLE,BAILE AN TEAMPAILL,17003,1,1,CARLOW,Ceatharlach,TULLOW,31488.58255,-28342609.17,Carlow,Carlow County Council
408,2ae19629-1841-13a3-e055-000000000001,Y,BALLON,BALANA,17004,1,1,CARLOW,Ceatharlach,TULLOW,17141.84511,-9789628.098,Carlow,Carlow County Council
409,2ae19629-1842-13a3-e055-000000000001,Y,BALLYELLIN,BAILE EILÍN,17005,1,1,CARLOW,Ceatharlach,MUINEBEAG,24941.13177,-15793618.58,Carlow,Carlow County Council
410,2ae19629-1843-13a3-e055-000000000001,Y,BALLYMOON,BAILE MUÁIN,17006,1,1,CARLOW,Ceatharlach,MUINEBEAG,18582.69074,-14086292.8,Carlow,Carlow County Council
420,2ae19629-184d-13a3-e055-000000000001,Y,BALLYMURPHY,BAILE UÍ MHURCHÚ,17007,1,1,CARLOW,Ceatharlach,MUINEBEAG,23342.86648,-17999877.05,Carlow,Carlow County Council
421,2ae19629-184e-13a3-e055-000000000001,Y,BORRIS,AN BHUIRÍOS,17008,1,1,CARLOW,Ceatharlach,MUINEBEAG,21527.93405,-16050762.07,Carlow,Carlow County Council
422,2ae19629-184f-13a3-e055-000000000001,Y,BURTON HALL,BAILE NA COILLE,17009,1,1,CARLOW,Ceatharlach,CARLOW,19563.1395,-6103130.012,Carlow,Carlow County Council
430,2ae19629-1857-13a3-e055-000000000001,Y,CARLOW RURAL,CEATHARLACH (TUATH),17010,1,1,CARLOW,Ceatharlach,CARLOW,32735.56542,-22116128.27,Carlow,Carlow County Council
431,2ae19629-1858-13a3-e055-000000000001,Y,CARLOW URBAN,CEATHARLACH (UIRBEACH),17011,1,1,CARLOW,Ceatharlach,CARLOW,5984.220208,-1845433.742,Carlow,Carlow County Council
432,2ae19629-1859-13a3-e055-000000000001,N,CLOGRENAN,CLOCH GHRIANÁIN,17012,1,1,CARLOW,Ceatharlach,MUINEBEAG,21350.69504,-17737250.93,Carlow,Carlow County Council
433,2ae19629-185a-13a3-e055-000000000001,Y,CLONEGALL,CLUAIN NA NGALL,17013,1,1,CARLOW,Ceatharlach,TULLOW,27379.323,-23344404.16,Carlow,Carlow County Council
443,2ae19629-1864-13a3-e055-000000000001,Y,CLONMORE,CLUAIN MHÓR,17014,1,1,CARLOW,Ceatharlach,TULLOW,30122.99832,-28124547.7,Carlow,Carlow County Council
444,2ae19629-1865-13a3-e055-000000000001,Y,COONOGUE,CAONÓG,17015,1,1,CARLOW,Ceatharlach,MUINEBEAG,17751.88882,-15216979.41,Carlow,Carlow County Council
445,2ae19629-1866-13a3-e055-000000000001,Y,CORRIES,NA CORAÍ,17016,1,1,CARLOW,Ceatharlach,MUINEBEAG,22470.65142,-17630856.79,Carlow,Carlow County Council
456,2ae19629-1872-13a3-e055-000000000001,Y,CRANEMORE,AN CORRÁN MÓR,17017,1,1,CARLOW,Ceatharlach,TULLOW,43664.93104,-36548559.6,Carlow,Carlow County Council
457,2ae19629-1873-13a3-e055-000000000001,Y,FENNAGH,FIONNMHACH,17018,1,1,CARLOW,Ceatharlach,MUINEBEAG,24939.81139,-18953393.2,Carlow,Carlow County Council
458,2ae19629-1874-13a3-e055-000000000001,Y,GARRYHILL,AN GHARBHCHOILL,17019,1,1,CARLOW,Ceatharlach,MUINEBEAG,28655.94528,-23852920.64,Carlow,Carlow County Council
467,2ae19629-187d-13a3-e055-000000000001,Y,GLYNN,AN GLEANN,17020,1,1,CARLOW,Ceatharlach,MUINEBEAG,24360.11916,-22594525.49,Carlow,Carlow County Council
468,2ae19629-187e-13a3-e055-000000000001,Y,GRANGEFORD,AN GHRÁINSEACH,17021,1,1,CARLOW,Ceatharlach,TULLOW,18253.1447,-14176362.45,Carlow,Carlow County Council
469,2ae19629-187f-13a3-e055-000000000001,Y,HACKETSTOWN,BAILE HAICÉID,17022,1,1,CARLOW,Ceatharlach,TULLOW,30660.06449,-22059238.1,Carlow,Carlow County Council
476,2ae19629-1887-13a3-e055-000000000001,Y,HAROLDSTOWN,BAILE EIREOIL,17023,1,1,CARLOW,Ceatharlach,TULLOW,17196.09096,-11538057.08,Carlow,Carlow County Council
477,2ae19629-1888-13a3-e055-000000000001,Y,JOHNSTOWN,BAILE SHEÁIN,17024,1,1,CARLOW,Ceatharlach,CARLOW,20062.08137,-15588675.45,Carlow,Carlow County Council
478,2ae19629-1889-13a3-e055-000000000001,Y,KELLISTOWN,CILL OSNA,17025,1,1,CARLOW,Ceatharlach,TULLOW,27423.59164,-20002442.14,Carlow,Carlow County Council
479,2ae19629-188a-13a3-e055-000000000001,Y,KILBRIDE,CILL BHRÍDE,17026,1,1,CARLOW,Ceatharlach,TULLOW,24448.42176,-14667054.37,Carlow,Carlow County Council
490,2ae19629-1895-13a3-e055-000000000001,Y,KILLEDMOND,CILL ÉAMAINN,17027,1,1,CARLOW,Ceatharlach,MUINEBEAG,29095.34262,-18801926.94,Carlow,Carlow County Council
491,2ae19629-1896-13a3-e055-000000000001,Y,KILLERRIG,CILL DHEIRGE,17028,1,1,CARLOW,Ceatharlach,TULLOW,22276.01884,-11113579.64,Carlow,Carlow County Council
492,2ae19629-1897-13a3-e055-000000000001,Y,KINEAGH,CINN EICH,17029,1,1,CARLOW,Ceatharlach,TULLOW,20855.56115,-18025149.04,Carlow,Carlow County Council
501,2ae19629-18a0-13a3-e055-000000000001,Y,KYLE,AN CHILL,17030,1,1,CARLOW,Ceatharlach,MUINEBEAG,23704.81979,-16829739.2,Carlow,Carlow County Council
502,2ae19629-18a1-13a3-e055-000000000001,Y,LEIGHLINBRIDGE,LEITHGHLINN AN DROICHID,17031,1,1,CARLOW,Ceatharlach,MUINEBEAG,34561.33946,-24797530.03,Carlow,Carlow County Council
503,2ae19629-18a2-13a3-e055-000000000001,Y,MARLEY,MARLAIGH,17032,1,1,CARLOW,Ceatharlach,MUINEBEAG,27094.88371,-15343715.13,Carlow,Carlow County Council
512,2ae19629-18ab-13a3-e055-000000000001,Y,MUINEBEAG RURAL,MUINE BHEAG (TUATH),17033,1,1,CARLOW,Ceatharlach,MUINEBEAG,27629.98633,-14830455.88,Carlow,Carlow County Council
513,2ae19629-18ac-13a3-e055-000000000001,Y,MUINEBEAG URBAN,MUINE BHEAG (UIRBEACH),17034,1,1,CARLOW,Ceatharlach,MUINEBEAG,9118.001123,-3104434.468,Carlow,Carlow County Council
514,2ae19629-18ad-13a3-e055-000000000001,N,MYSHALL,MÍSEAL,17035,1,1,CARLOW,Ceatharlach,TULLOW,24771.95758,-17264649.94,Carlow,Carlow County Council
515,2ae19629-18ae-13a3-e055-000000000001,Y,NURNEY,AN URNAÍ,17036,1,1,CARLOW,Ceatharlach,MUINEBEAG,28511.87926,-23960312.12,Carlow,Carlow County Council
524,2ae19629-18b7-13a3-e055-000000000001,Y,OLDLEIGHLIN,SEANLEITHGHLINN,17037,1,1,CARLOW,Ceatharlach,MUINEBEAG,22762.81241,-19344312.87,Carlow,Carlow County Council
525,2ae19629-18b8-13a3-e055-000000000001,Y,RAHILL,RÁTH CHOILL,17038,1,1,CARLOW,Ceatharlach,TULLOW,22273.08392,-16424595.66,Carlow,Carlow County Council
526,2ae19629-18b9-13a3-e055-000000000001,Y,RATHANNA,RÁTH ANA,17039,1,1,CARLOW,Ceatharlach,MUINEBEAG,30716.15409,-23400761.34,Carlow,Carlow County Council
535,2ae19629-18c2-13a3-e055-000000000001,N,RATHORNAN,RÁTH THORNÁIN,17040,1,1,CARLOW,Ceatharlach,MUINEBEAG,29764.91116,-19966143.84,Carlow,Carlow County Council
536,2ae19629-18c3-13a3-e055-000000000001,Y,RATHRUSH,RÁTH ROIS,17041,1,1,CARLOW,Ceatharlach,TULLOW,24535.24563,-23446703.92,Carlow,Carlow County Council
537,2ae19629-18c4-13a3-e055-000000000001,Y,RATHVILLY,RÁTH BHILE,17042,1,1,CARLOW,Ceatharlach,TULLOW,16230.15221,-12717406.62,Carlow,Carlow County Council
924,2ae19629-1a55-13a3-e055-000000000001,Y,TULLOW RURAL,AN TULACH (TUATH),17050,1,1,CARLOW,Ceatharlach,TULLOW,27547.50062,-13910422,Carlow,Carlow County Council
925,2ae19629-1a56-13a3-e055-000000000001,Y,TULLOW URBAN,AN TULACH (UIRBEACH),17051,1,1,CARLOW,Ceatharlach,TULLOW,8098.46681,-3396010.135,Carlow,Carlow County Council
926,2ae19629-1a57-13a3-e055-000000000001,Y,TULLOWBEG,AN TULACH BHEAG,17052,1,1,CARLOW,Ceatharlach,TULLOW,17603.30413,-12043210,Carlow,Carlow County Council
927,2ae19629-1a58-13a3-e055-000000000001,Y,WILLIAMSTOWN,BAILE LIAM,17053,1,1,CARLOW,Ceatharlach,TULLOW,23560.815,-15533375.19,Carlow,Carlow County Council
928,2ae19629-1a59-13a3-e055-000000000001,Y,GRAIGUE URBAN,AN GHRÁIG (UIRBEACH),17054,1,1,CARLOW,Ceatharlach,CARLOW,4133.976274,-520461.381,Carlow,Carlow County Council
1,06698531-f7f7-4058-a15f-7d455ef0dd94,N,KILLINAGH/TEEBANE,CILL LAIGHNEACH/AN TAOBH BÁN,027058/027085,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,39638.18454,-33725322.17,Cavan,Cavan County Council
1495,2ae19629-1c98-13a3-e055-000000000001,Y,BAILIEBOROUGH,COILL AN CHOLLAIGH,27004,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,37817.07364,-46192199.66,Cavan,Cavan County Council
1496,2ae19629-1c99-13a3-e055-000000000001,Y,BALLINTEMPLE,BAILE AN TEAMPAILL,27005,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,29934.24735,-16798711.49,Cavan,Cavan County Council
1497,2ae19629-1c9a-13a3-e055-000000000001,Y,DRUMANESPICK,DROIM AN EASPAIG,27042,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,21733.50059,-14993903.24,Cavan,Cavan County Council
1498,2ae19629-1c9b-13a3-e055-000000000001,Y,DRUMCARBAN,DROIM CHEARBÁN,27043,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,30509.99525,-19060212.48,Cavan,Cavan County Council
1499,2ae19629-1c9c-13a3-e055-000000000001,Y,TERMON,AN TEARMANN,27087,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,26069.07432,-19469143.03,Cavan,Cavan County Council
1500,2ae19629-1c9d-13a3-e055-000000000001,Y,PEDARA VOHERS/TIRCAHAN,CROSBHÓTHAR PHEADAR AN BHÓTHAIR/TÍR CHATHÁIN,27088,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,45386.07963,-30167585.95,Cavan,Cavan County Council
1501,2ae19629-1c9e-13a3-e055-000000000001,Y,TUAM,TUAIM,27089,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,26958.80462,-24736638.93,Cavan,Cavan County Council
1512,2ae19629-1ca9-13a3-e055-000000000001,Y,DRUMCARN,DROIM CHAIRN,27044,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,33455.08534,-25327494.39,Cavan,Cavan County Council
1513,2ae19629-1caa-13a3-e055-000000000001,Y,DRUMLUMMAN,DROIM LOMÁIN,27045,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,21762.10146,-17617760.81,Cavan,Cavan County Council
1514,2ae19629-1cab-13a3-e055-000000000001,Y,DRUNG,DRONG,27046,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,25669.7854,-22631876.04,Cavan,Cavan County Council
1515,2ae19629-1cac-13a3-e055-000000000001,Y,GRADDUM,GRADAM,27050,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,25344.85051,-21101422.86,Cavan,Cavan County Council
1516,2ae19629-1cad-13a3-e055-000000000001,Y,GRILLY,AN GHREALLAIGH,27051,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,36815.61935,-21192810.26,Cavan,Cavan County Council
1517,2ae19629-1cae-13a3-e055-000000000001,Y,TULLYVIN EAST,TULAIGH BHINN THOIR,27090,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,27217.68918,-21721665.44,Cavan,Cavan County Council
1518,2ae19629-1caf-13a3-e055-000000000001,Y,TULLYVIN WEST,TULAIGH BHINN THIAR,27091,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,28766.4907,-17097792.25,Cavan,Cavan County Council
1528,2ae19629-1cba-13a3-e055-000000000001,Y,ENNISKEEN,INIS CAOIN,27048,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,23704.45544,-19015205.91,Cavan,Cavan County Council
1529,2ae19629-1cbb-13a3-e055-000000000001,Y,ESKEY,DROICHEAD NA HEASCA,27049,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,23231.13323,-18553694.25,Cavan,Cavan County Council
1530,2ae19629-1cbc-13a3-e055-000000000001,Y,KILBRIDE,CILL BHRÍDE,27052,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,39353.8076,-31113888.3,Cavan,Cavan County Council
1531,2ae19629-1cbd-13a3-e055-000000000001,Y,KILCOGY,CILL CHÓIGE,27053,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,26247.31808,-17830723.06,Cavan,Cavan County Council
1558,2ae19629-1cd8-13a3-e055-000000000001,Y,BALLYCONNELL,BÉAL ÁTHA CONAILL,27006,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,40691.13989,-28069547.03,Cavan,Cavan County Council
1559,2ae19629-1cd9-13a3-e055-000000000001,Y,BALLYHAISE,BÉAL ÁTHA HÉIS,27007,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,29406.18453,-17663038.22,Cavan,Cavan County Council
1560,2ae19629-1cda-13a3-e055-000000000001,Y,KILCONNY,COILL CHONNAIDH,27054,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,26827.68302,-18241082.4,Cavan,Cavan County Council
1561,2ae19629-1cdb-13a3-e055-000000000001,Y,KILGOLAGH,COILL GHABHLACH,27055,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,22131.98574,-18423387.2,Cavan,Cavan County Council
1562,2ae19629-1cdc-13a3-e055-000000000001,Y,KILL,AN CHILL,27056,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,23527.62498,-14755511.68,Cavan,Cavan County Council
1583,2ae19629-1cf1-13a3-e055-000000000001,Y,BALLYJAMESDUFF,BAILE SHÉAMAIS DHUIBH,27008,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,30022.63957,-21566296.98,Cavan,Cavan County Council
1584,2ae19629-1cf2-13a3-e055-000000000001,Y,BALLYMACHUGH,BAILE MHIC AODHA,27009,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,35382.70234,-36056689.42,Cavan,Cavan County Council
1585,2ae19629-1cf3-13a3-e055-000000000001,Y,KILLASHANDRA,CILL NA SEANRÁTHA,27057,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,34454.07063,-31608441.2,Cavan,Cavan County Council
1586,2ae19629-1cf5-13a3-e055-000000000001,Y,KILLINKERE,CILLÍN CHÉIR,27059,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,30663.27901,-22292111.35,Cavan,Cavan County Council
1616,2ae19629-1d13-13a3-e055-000000000001,Y,BALLYMAGAURAN,BAILE MHIC SHAMHRÁIN,27010,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,28066.06512,-15884640.81,Cavan,Cavan County Council
1617,2ae19629-1d14-13a3-e055-000000000001,Y,BAWNBOY,AN BÁBHÚN BUÍ,27011,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,27360.69252,-30783493.44,Cavan,Cavan County Council
1618,2ae19629-1d15-13a3-e055-000000000001,Y,KILLYKEEN,COILLIDH CHAOIN,27060,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,46645.40198,-26787741.59,Cavan,Cavan County Council
1619,2ae19629-1d16-13a3-e055-000000000001,Y,KILNALECK,CILL NA LEICE,27061,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,33285.23473,-20932395.11,Cavan,Cavan County Council
1647,2ae19629-1d32-13a3-e055-000000000001,Y,BELLANANAGH,BÉAL ÁTHA NA NEACH,27012,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,31682.47564,-15006581.38,Cavan,Cavan County Council
1648,2ae19629-1d33-13a3-e055-000000000001,Y,BELTURBET,BÉAL TAIRBIRT (UIRBEACH),27013,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,10424.88784,-4573059.222,Cavan,Cavan County Council
1649,2ae19629-1d35-13a3-e055-000000000001,Y,KINAWLEY,CILL NÁILE,27062,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,24709.68165,-23964766.24,Cavan,Cavan County Council
1650,2ae19629-1d36-13a3-e055-000000000001,Y,KINGSCOURT,DÚN AN RÍ,27063,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,27551.78461,-19640510.68,Cavan,Cavan County Council
1677,2ae19629-1d51-13a3-e055-000000000001,Y,BILBERRY,AN MULLACH MÓR,27015,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,20739.80497,-12038706.79,Cavan,Cavan County Council
1678,2ae19629-1d52-13a3-e055-000000000001,Y,BRUCE HALL,GOIRTÍN AN TAIRBH,27016,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,15232.16442,-9452620.842,Cavan,Cavan County Council
1679,2ae19629-1d53-13a3-e055-000000000001,Y,BUTLER'S BRIDGE,DROICHEAD AN BHUITLÉARAIGH,27017,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,18700.58557,-7818022.757,Cavan,Cavan County Council
1680,2ae19629-1d54-13a3-e055-000000000001,Y,CANNINGSTOWN,BAILE CHAINÍN,27018,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,29764.80174,-24072508.76,Cavan,Cavan County Council
1681,2ae19629-1d55-13a3-e055-000000000001,Y,KNAPPAGH,AN CHNAPACH,27064,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,28498.46019,-24575540.09,Cavan,Cavan County Council
1682,2ae19629-1d56-13a3-e055-000000000001,Y,LARAH NORTH,LEATHRÁTH THUAIDH,27065,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,30172.27474,-23206958.93,Cavan,Cavan County Council
1710,2ae19629-1d72-13a3-e055-000000000001,Y,CARN,AN CARN,27019,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,21864.78525,-11634012.41,Cavan,Cavan County Council
1711,2ae19629-1d73-13a3-e055-000000000001,Y,CARNAGARVE,CARN NA NGARBH,27020,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,27245.67882,-21579091.77,Cavan,Cavan County Council
1712,2ae19629-1d74-13a3-e055-000000000001,Y,CARRAFIN,CORA FINNE,27021,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,35325.02058,-23881000.92,Cavan,Cavan County Council
1713,2ae19629-1d75-13a3-e055-000000000001,Y,LARAH SOUTH,LEATHRÁTH THEAS,27066,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,35264.22627,-21699792.03,Cavan,Cavan County Council
1714,2ae19629-1d76-13a3-e055-000000000001,Y,LISAGOAN,LIOS UÍ GHABHANN,27067,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,20163.46426,-14343523.22,Cavan,Cavan County Council
1715,2ae19629-1d77-13a3-e055-000000000001,Y,LISSANOVER,LIOS AN UABHAIR,27068,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,32218.36876,-17328103.76,Cavan,Cavan County Council
1739,2ae19629-1d8f-13a3-e055-000000000001,Y,CASTLERAHAN,CAISLEÁN RAITHIN,27022,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,34074.43365,-28662421.79,Cavan,Cavan County Council
1740,2ae19629-1d90-13a3-e055-000000000001,Y,CASTLESAUNDERSON,CAISLEÁN SHANDARSAN,27023,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,35939.47881,-19135388.24,Cavan,Cavan County Council
1741,2ae19629-1d91-13a3-e055-000000000001,Y,LOUGHDAWAN,LOCH DAMHÁIN,27069,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,21215.76956,-13981447.86,Cavan,Cavan County Council
1742,2ae19629-1d92-13a3-e055-000000000001,Y,LURGAN,AN LORGAIN,27070,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,27052.91167,-14961988.04,Cavan,Cavan County Council
1743,2ae19629-1d93-13a3-e055-000000000001,Y,MILLTOWN,BAILE AN MHUILINN,27071,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,29439.36806,-21262223.79,Cavan,Cavan County Council
1765,2ae19629-1da9-13a3-e055-000000000001,Y,CAVAN RURAL,AN CABHÁN (TUATH),27024,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,44690.66462,-36393911.45,Cavan,Cavan County Council
1766,2ae19629-1daa-13a3-e055-000000000001,Y,CAVAN URBAN,AN CABHÁN (UIRBEACH),27025,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,6597.92563,-2014208.745,Cavan,Cavan County Council
1767,2ae19629-1dab-13a3-e055-000000000001,Y,CLONERVY,CLUAIN OIRBHE,27026,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,27990.24522,-18031514.64,Cavan,Cavan County Council
1768,2ae19629-1dac-13a3-e055-000000000001,Y,COOTEHILL RURAL,MUINCHILLE (TUATH),27027,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,48423.04167,-35506138.78,Cavan,Cavan County Council
1769,2ae19629-1dad-13a3-e055-000000000001,Y,MOYNEHALL,EOCHAILL,27072,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,35129.90064,-23528545.7,Cavan,Cavan County Council
1770,2ae19629-1dae-13a3-e055-000000000001,Y,MULLAGH,AN MULLACH,27073,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,35632.85031,-24424835.13,Cavan,Cavan County Council
1787,2ae19629-1dbf-13a3-e055-000000000001,Y,COOTEHILL URBAN,MUINCHILLE (UIRBEACH),27028,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,6474.704913,-1819279.963,Cavan,Cavan County Council
1788,2ae19629-1dc0-13a3-e055-000000000001,Y,CORR,AN CHORR,27029,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,17913.2889,-11040520.27,Cavan,Cavan County Council
1789,2ae19629-1dc1-13a3-e055-000000000001,Y,CORRANEARY,CORR AN AOIRE,27030,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,30023.29864,-23924215.58,Cavan,Cavan County Council
1790,2ae19629-1dc2-13a3-e055-000000000001,Y,MUNTERCONNAUGHT,MUINTIR CHONNACHT,27074,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,26995.07646,-30045649.14,Cavan,Cavan County Council
1791,2ae19629-1dc4-13a3-e055-000000000001,Y,RAKENNY,RÁTH CIONAOITH,27076,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,34204.95683,-21550007.56,Cavan,Cavan County Council
1812,2ae19629-1dd9-13a3-e055-000000000001,Y,CROSSBANE,AN CHROIS BHÁN,27031,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,30558.61091,-21077100.15,Cavan,Cavan County Council
1813,2ae19629-1dda-13a3-e055-000000000001,Y,CROSSDONEY,CROS DOMHNAIGH,27032,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,35467.95882,-23857629.88,Cavan,Cavan County Council
1814,2ae19629-1ddb-13a3-e055-000000000001,Y,REDHILL,AN CNOC RUA,27077,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,25738.91149,-17638033.69,Cavan,Cavan County Council
1815,2ae19629-1ddc-13a3-e055-000000000001,Y,SCRABBY,AN SCREABACH,27078,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,24115.94739,-20981633.85,Cavan,Cavan County Council
1816,2ae19629-1ddd-13a3-e055-000000000001,Y,SHERCOCK,SEARCÓG,27079,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,31613.79802,-23757629.14,Cavan,Cavan County Council
1844,2ae19629-1df9-13a3-e055-000000000001,Y,CROSSKEYS,CARRAIG AN TOBAIR,27033,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,27839.40666,-19374952.44,Cavan,Cavan County Council
1845,2ae19629-1dfa-13a3-e055-000000000001,Y,CUTTRAGH,CUTRACH,27034,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,19980.41715,-12049563.91,Cavan,Cavan County Council
1846,2ae19629-1dfb-13a3-e055-000000000001,Y,DENN,DEINN,27035,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,26685.39621,-20640168.37,Cavan,Cavan County Council
1847,2ae19629-1dfc-13a3-e055-000000000001,Y,SKEAGH,SCEITHEACH,27080,1,32,CAVAN,An Cabhán,BAILIEBOROUGH-COOTEHILL,28664.57483,-22463749.07,Cavan,Cavan County Council
1848,2ae19629-1dfd-13a3-e055-000000000001,Y,SPRINGFIELD,CORR AN DAIRÍN,27081,1,32,CAVAN,An Cabhán,BALLYJAMESDUFF,34237.99705,-19496071.8,Cavan,Cavan County Council
1866,2ae19629-1e0f-13a3-e055-000000000001,Y,ARDUE,ARD AODHA,27001,1,32,CAVAN,An Cabhán,CAVAN-BELTURBET,30957.3001,-25507057.58,Cavan,Cavan County Council
